Cell Reference,nCube ID,nCube Name,N of Variables,Variable 1,Cat 1 Seq,Category 1,Variable 2,Cat 2 Seq,Category 2,Variable 3,Cat 3 Seq,Category 3, Variable 4,Cat 4 Seq,Category 4
OCC_RAW1841:female/o20/3480,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,3480,Whalebone-merchant,,,
OCC_RAW1841:female/o20/3481,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,3481,Whalebone-worker,,,
OCC_RAW1841:female/o20/3482,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,3482,Wharfinger,,,
OCC_RAW1841:female/o20/3484,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,3484,Wheelwright,,,
OCC_RAW1841:female/o20/3486,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,3486,Whetstone-cutter and Maker,,,
OCC_RAW1841:female/o20/3488,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,3488,Whip-maker,,,
OCC_RAW1841:female/o20/3494,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,3494,White-lead-maker,,,
OCC_RAW1841:female/o20/3495,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,3495,Whitesmith,,,
OCC_RAW1841:female/o20/3496,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,3496,Whiting Manufacture,,,
OCC_RAW1841:female/o20/35,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,35,Animal and Bird-preserver,,,
OCC_RAW1841:female/o20/3506,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,3506,Willow-merchant,,,
OCC_RAW1841:female/o20/3507,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,3507,Willow-Weaver and Worker,,,
OCC_RAW1841:female/o20/351,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,351,Broker (branch not specified),,,
OCC_RAW1841:female/o20/3511,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,3511,Wine Agent and Merchant,,,
OCC_RAW1841:female/o20/3514,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,3514,Wine-cooper,,,
OCC_RAW1841:female/o20/3518,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,3518,Wire Merchant,,,
OCC_RAW1841:female/o20/3519,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,3519,Wire Rope-maker,,,
OCC_RAW1841:female/o20/352,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,352,Broker, Bill,,,
OCC_RAW1841:female/o20/3520,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,3520,Wire Worker and Weaver,,,
OCC_RAW1841:female/o20/3524,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,3524,Wire-drawer and Maker,,,
OCC_RAW1841:female/o20/3530,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,3530,Wood Cutter and Woodman,,,
OCC_RAW1841:female/o20/3532,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,3532,Wood Merchant and Dealer,,,
OCC_RAW1841:female/o20/3535,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,3535,Wood-bailiff and Keeper,,,
OCC_RAW1841:female/o20/3557,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,3557,Wool (Berlin) Dealer and Worker,,,
OCC_RAW1841:female/o20/3562,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,3562,Wool Agent, Merchant, and Stapler,,,
OCC_RAW1841:female/o20/357,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,357,Broker, Coach,,,
OCC_RAW1841:female/o20/3578,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,3578,Woollen Agent and Factor,,,
OCC_RAW1841:female/o20/3582,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,3582,Woollen and Cloth-manufacture (all branches),,,
OCC_RAW1841:female/o20/3588,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,3588,Woollen-draper,,,
OCC_RAW1841:female/o20/3603,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,3603,Worsted-dealer and Merchant,,,
OCC_RAW1841:female/o20/3608,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,3608,Worsted-manufacture (all branches),,,
OCC_RAW1841:female/o20/3616,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,3616,Yarn Agent,,,
OCC_RAW1841:female/o20/3618,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,3618,Yarn-dealer,,,
OCC_RAW1841:female/o20/3621,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,3621,Yarn-manufacture (all branches),,,
OCC_RAW1841:female/o20/3632,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,3632,Yeast-dealer and Merchant,,,
OCC_RAW1841:female/o20/3637,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,3637,Zinc Agent and Merchant,,,
OCC_RAW1841:female/o20/3642,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,3642,Zinc-manufacturer and Worker,,,
OCC_RAW1841:female/o20/3648,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,3648,Other Persons employed in Trade (branch not specified),,,
OCC_RAW1841:female/o20/365,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,365,Broker, Furniture,,,
OCC_RAW1841:female/o20/371,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,371,Broker, Machine,,,
OCC_RAW1841:female/o20/373,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,373,Broker, Piece,,,
OCC_RAW1841:female/o20/38,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,38,Annatto-maker,,,
OCC_RAW1841:female/o20/380,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,380,Broker, Stock and Share,,,
OCC_RAW1841:female/o20/381,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,381,Broker, Sugar,,,
OCC_RAW1841:female/o20/390,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,390,Bronzer,,,
OCC_RAW1841:female/o20/394,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,394,Brush (Artist's) and Hair-Pencil-maker,,,
OCC_RAW1841:female/o20/396,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,396,Brush and Broom-maker,,,
OCC_RAW1841:female/o20/398,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,398,Buckle-maker,,,
OCC_RAW1841:female/o20/4,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,4,Accoutrement-maker,,,
OCC_RAW1841:female/o20/40,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,40,Anti-dry-rot Works,,,
OCC_RAW1841:female/o20/401,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,401,Buhl-cutter and Worker,,,
OCC_RAW1841:female/o20/402,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,402,Builder,,,
OCC_RAW1841:female/o20/403,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,403,Building Materials-dealer,,,
OCC_RAW1841:female/o20/405,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,405,Bullion-broker and Merchant,,,
OCC_RAW1841:female/o20/409,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,409,Burnisher,,,
OCC_RAW1841:female/o20/411,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,411,Butcher,,,
OCC_RAW1841:female/o20/412,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,412,Butcher, Pork,,,
OCC_RAW1841:female/o20/417,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,417,Butter-dealer and Merchant,,,
OCC_RAW1841:female/o20/418,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,418,Butter-dealer, Merchant, and Factor,,,
OCC_RAW1841:female/o20/42,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,42,Anvil-maker,,,
OCC_RAW1841:female/o20/437,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,437,Button-maker (all branches),,,
OCC_RAW1841:female/o20/442,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,442,Cabinet-maker and Upholsterer,,,
OCC_RAW1841:female/o20/443,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,443,Cage-maker,,,
OCC_RAW1841:female/o20/446,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,446,Canal Agent,,,
OCC_RAW1841:female/o20/449,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,449,Canal Service,,,
OCC_RAW1841:female/o20/451,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,451,Candle and Lamp-wick-maker,,,
OCC_RAW1841:female/o20/456,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,456,Candlestick-maker,,,
OCC_RAW1841:female/o20/461,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,461,Cane-dresser and Worker,,,
OCC_RAW1841:female/o20/462,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,462,Cane-merchant,,,
OCC_RAW1841:female/o20/465,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,465,Canvas-maker and Weaver,,,
OCC_RAW1841:female/o20/47,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,47,Archery-goods-dealer and Maker,,,
OCC_RAW1841:female/o20/478,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,478,Cap (Metal) maker,,,
OCC_RAW1841:female/o20/483,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,483,Cap-maker and Dealer,,,
OCC_RAW1841:female/o20/486,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,486,Card (Paper) Maker,,,
OCC_RAW1841:female/o20/49,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,49,Architect,,,
OCC_RAW1841:female/o20/494,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,494,Card-maker,,,
OCC_RAW1841:female/o20/496,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,496,Carpenter and Joiner,,,
OCC_RAW1841:female/o20/50,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,50,Architect, Naval,,,
OCC_RAW1841:female/o20/501,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,501,Carpet and Rug-manufacture (all branches),,,
OCC_RAW1841:female/o20/504,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,504,Carpet-bag-maker,,,
OCC_RAW1841:female/o20/506,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,506,Carpet-dealer and Warehouseman,,,
OCC_RAW1841:female/o20/51,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,51,Armourer,,,
OCC_RAW1841:female/o20/523,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,523,Carrier, Carter, and Waggoner,,,
OCC_RAW1841:female/o20/526,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,526,Cartridge-maker,,,
OCC_RAW1841:female/o20/527,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,527,Carver and Gilder,,,
OCC_RAW1841:female/o20/53,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,53,Army (at Home),,,
OCC_RAW1841:female/o20/531,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,531,Case-maker,,,
OCC_RAW1841:female/o20/532,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,532,Castor-maker,,,
OCC_RAW1841:female/o20/536,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,536,Catgut-maker and Gut-blower and Spinner,,,
OCC_RAW1841:female/o20/538,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,538,Cattle and Sheep-dealer and Salesman,,,
OCC_RAW1841:female/o20/541,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,541,Cellarman,,,
OCC_RAW1841:female/o20/544,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,544,Cement-grinder and Maker,,,
OCC_RAW1841:female/o20/548,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,548,Chaff-cutter,,,
OCC_RAW1841:female/o20/549,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,2,Female,Age: Over or under 20,2,20 or over,1841 Occupational Titles,549,Chain (Curb) maker,,,
